1	0.196026
2	0.0104317
3	0.000259898
4	3.7572e-006
5	3.54745e-008
6	2.35924e-010
7	1.16593e-012
8	3.39645e-015
9	1.0561e-015
10	1.0426e-015
11	1.04266e-015
12	1.04266e-015
13	1.04266e-015
14	1.04266e-015
15	1.04266e-015
16	1.04266e-015
17	1.04266e-015
18	1.04266e-015
19	1.04266e-015
20	1.04266e-015
21	1.04266e-015
22	1.04266e-015
23	1.04266e-015
24	1.04266e-015
25	1.04266e-015
26	1.04266e-015
27	1.04266e-015
28	1.04266e-015
29	1.04266e-015
30	1.04266e-015
31	1.04266e-015
32	1.04266e-015
33	1.04266e-015
34	1.04266e-015
35	1.04266e-015
36	1.04266e-015
37	1.04266e-015
38	1.04266e-015
39	1.04266e-015
40	1.04266e-015
41	1.04266e-015
42	1.04266e-015
43	1.04266e-015
44	1.04266e-015
45	1.04266e-015
46	1.04266e-015
47	1.04266e-015
48	1.04266e-015
49	1.04266e-015
50	1.04266e-015
